,x,y
0,1.6459264788517203,-0.1856655994659687
1,-0.052102690992954226,0.9481380565114317
2,1.593916921432053,0.12398242224309068
3,3.348813400042141,-0.6097959678941882
4,3.9590691704740313,-0.40031935332883134
5,8.942058918703825,-0.293546774850225
6,0.27271871554281557,0.8832568500607675
7,4.937964273964678,-0.0633643053303753
8,8.716794333788245,-0.15556129534484545
9,4.415546910698409,-0.21065806237854975
10,7.168071446720952,0.2777173711597964
11,6.224404841067487,0.3797994627539456
12,0.6029007215775358,0.9437025786009445
13,2.071685447537258,-0.31017778956435754
14,8.401772907322195,-0.02424163064896348
15,5.83293125627927,0.37471911070137015
16,2.5858820412159838,-0.7565417399700385
17,3.9984458305208777,-0.7089580030030797
18,7.859217147882156,-0.014480963339122806
19,4.954334783213117,0.0980196194753196
20,2.5204398915769017,-0.7850042757742333
21,6.963900088202349,0.2917959410147259
22,8.919185392599266,-0.27362814855601814
23,9.746446888090247,-0.36713435280276757
24,3.090409592021304,-0.9321887612413602
25,7.823437736403523,-0.06577014022264488
26,1.8546630139485487,-0.27071562015634737
27,8.495502619475287,-0.11629755610973044
28,4.35068377114499,-0.34540561314227713
29,8.811892278339998,-0.2994624219800168
30,4.283374987051174,-0.3389638855148365
31,8.236626633897124,-0.10816207368106531
32,0.20218928555727994,1.0864207932401253
33,8.019923350441958,-0.18605995428542488
34,2.7429720194172464,-0.5893979411866507
35,1.1409366131429066,0.2630575934306988
36,3.368574039828946,-0.6973859931357057
37,7.723205671640382,-0.07461264367769992
38,7.864526254220499,0.11167165933193952
39,7.7787205699585,0.3176153660763768
40,7.592469501750479,0.036424702118820956
41,0.4033809083686978,0.9408074615613122
42,0.4524585573809555,0.9844969746390204
43,0.9116946120195648,0.7557183565977518
44,8.142088747911986,-0.015436972922620515
45,5.34841706916596,0.32534304385879703
46,6.463148182181125,0.28462021511604846
47,5.466502502386075,0.328471012238454
48,0.7089538000182634,0.7603095478452702
49,4.820793735055276,0.08185594293657666
