,x,y
0,1.6770430555025317,-0.005590149227730819
1,0.19860790873539647,0.9804063798981064
2,1.4489853245173745,0.19098949316465555
3,3.224530443353485,-0.7278808976326199
4,4.091425989928616,-0.44047750118561113
5,8.921934471856513,-0.3392877413085663
6,0.21372527389310836,0.9773446064205845
7,4.672935326481945,-0.08733987888496744
8,8.736183837070099,-0.29579470097658644
9,4.355404074060507,-0.2866779714320161
10,7.324641420925737,0.28424091262203854
11,6.204467215989311,0.5318107531195312
12,0.707510597250941,0.7686255733187611
13,2.1935046999669314,-0.4031319214303349
14,8.322129265024152,-0.1574980587578133
15,5.871548788366851,0.48722789070000777
16,2.7397961911596447,-0.6700583476093558
17,3.828948192273196,-0.5703120352899151
18,7.83669872054026,0.05355903611605987
19,4.842691892698569,0.01896639153581708
20,2.612984741926694,-0.6261106444869082
21,7.040928646983115,0.39323078959557106
22,8.949441392389641,-0.3446286730265485
23,9.783343724759497,-0.3652203940876855
24,3.276258254634161,-0.7237833452368262
25,7.976211614084516,-0.010211417328767593
26,1.982505953992123,-0.25304765164981985
27,8.489102922802124,-0.21940672838418485
28,4.333215011826194,-0.30021959890726757
29,8.914583918084547,-0.3378113913895893
30,4.335877143907045,-0.29859952135673473
31,8.278400839022853,-0.1401275496364498
32,0.22584832921168085,0.9747331506981388
33,8.112101596442923,-0.07045853510005017
34,2.7180924071149493,-0.6633669019237138
35,1.2441569079282677,0.36695760704215324
36,3.339652191772454,-0.7161696011659426
37,7.690284687402581,0.12125585145970579
38,7.9176840268533795,0.016371997797884407
39,7.540240495116489,0.18994637209315912
40,7.579888367754552,0.17195158517462827
41,0.2734176976717184,0.9631582664700128
42,0.33485071278196443,0.9451383409614865
43,0.9656530172055977,0.5911866145699067
44,8.080715265531488,-0.056764428618401704
45,5.52619382492555,0.3787731415443773
46,6.529793261833858,0.5174518439485566
47,5.398830787166209,0.3243013688849086
48,0.7488733509244749,0.7427773810822401
49,4.795450939580755,-0.010331422010456497
